Date,Region,Product,Salesperson,Units,UnitPrice,Revenue
2025-08-11,West,Monitor,Divya Nair,2,11857,23714
2025-08-12,West,Monitor,Rahul Verma,3,12168,36504
2025-08-12,East,Headphones,Karan Mehta,2,3352,6704
2025-08-12,East,Smartphone,Ananya Iyer,6,22336,134016
2025-08-12,East,Smartwatch,Karan Mehta,5,8310,41550
2025-08-13,West,Headphones,Rahul Verma,3,3623,10869
2025-08-13,South,Monitor,Sneha Gupta,5,12528,62640
2025-08-13,North,Smartphone,Rahul Verma,7,21126,147882
2025-08-13,North,Headphones,Amit Sharma,1,3594,3594
2025-08-14,North,Laptop,Vikram Rao,10,53104,531040
2025-08-14,West,Tablet,Sneha Gupta,4,18427,73708
2025-08-14,West,Monitor,Rahul Verma,3,12032,36096
2025-08-14,South,Laptop,Amit Sharma,6,56982,341892
2025-08-14,East,Headphones,Divya Nair,9,3652,32868
2025-08-14,West,Smartphone,Rahul Verma,10,22214,222140
2025-08-15,West,Smartwatch,Vikram Rao,6,7985,47910
2025-08-15,South,Laptop,Divya Nair,5,54261,271305
2025-08-15,East,Smartphone,Vikram Rao,1,20900,20900
2025-08-15,South,Tablet,Vikram Rao,8,18063,144504
2025-08-15,West,Headphones,Vikram Rao,1,3593,3593
2025-08-15,East,Smartwatch,Sneha Gupta,1,8038,8038
2025-08-16,West,Smartwatch,Karan Mehta,7,7799,54593
2025-08-16,West,Headphones,Sneha Gupta,5,3352,16760
2025-08-16,South,Smartwatch,Vikram Rao,5,8118,40590
2025-08-17,East,Headphones,Sneha Gupta,2,3388,6776
2025-08-17,East,Laptop,Divya Nair,10,54740,547400
2025-08-17,West,Smartphone,Ananya Iyer,1,21234,21234
2025-08-17,North,Smartphone,Priya Singh,5,21492,107460
2025-08-17,West,Monitor,Amit Sharma,4,11508,46032
2025-08-17,North,Headphones,Sneha Gupta,6,3472,20832
2025-08-18,East,Headphones,Amit Sharma,6,3353,20118
2025-08-18,South,Laptop,Vikram Rao,7,52642,368494
2025-08-18,West,Smartphone,Sneha Gupta,5,22697,113485
2025-08-18,North,Laptop,Sneha Gupta,7,56491,395437
2025-08-18,West,Smartphone,Amit Sharma,4,21913,87652
2025-08-19,South,Headphones,Karan Mehta,5,3652,18260
2025-08-19,South,Monitor,Amit Sharma,9,12025,108225
2025-08-20,West,Monitor,Vikram Rao,4,11832,47328
2025-08-20,North,Monitor,Sneha Gupta,2,11683,23366
2025-08-20,West,Tablet,Amit Sharma,3,18529,55587
2025-08-20,North,Headphones,Sneha Gupta,1,3664,3664
2025-08-21,West,Monitor,Rahul Verma,6,12324,73944
2025-08-21,South,Smartphone,Divya Nair,2,22409,44818
2025-08-21,East,Monitor,Amit Sharma,1,11826,11826
2025-08-21,South,Monitor,Priya Singh,3,11985,35955
2025-08-21,East,Smartwatch,Ananya Iyer,8,8186,65488
2025-08-21,North,Monitor,Karan Mehta,6,12269,73614
2025-08-22,North,Headphones,Divya Nair,9,3428,30852
2025-08-22,West,Smartphone,Rahul Verma,9,21664,194976
2025-08-22,West,Tablet,Rahul Verma,2,18056,36112
2025-08-22,West,Tablet,Vikram Rao,9,17760,159840
2025-08-23,West,Monitor,Rahul Verma,1,12143,12143
2025-08-23,East,Smartwatch,Sneha Gupta,6,8176,49056
2025-08-24,West,Smartphone,Divya Nair,9,21239,191151
2025-08-24,East,Tablet,Karan Mehta,6,17298,103788
2025-08-24,North,Laptop,Rahul Verma,3,57054,171162
2025-08-24,South,Laptop,Divya Nair,4,52793,211172
2025-08-24,West,Monitor,Divya Nair,9,12148,109332
2025-08-24,East,Laptop,Ananya Iyer,4,55582,222328
2025-08-25,North,Smartphone,Divya Nair,2,21929,43858
2025-08-25,North,Tablet,Karan Mehta,6,18529,111174
2025-08-26,East,Smartwatch,Amit Sharma,2,8267,16534
2025-08-26,North,Smartphone,Priya Singh,2,22495,44990
2025-08-27,West,Smartphone,Sneha Gupta,9,22345,201105
2025-08-27,South,Smartwatch,Karan Mehta,2,8213,16426
2025-08-27,East,Monitor,Divya Nair,7,12459,87213
2025-08-27,South,Smartphone,Karan Mehta,9,21642,194778
2025-08-27,South,Smartwatch,Divya Nair,6,8321,49926
2025-08-27,East,Tablet,Karan Mehta,7,18587,130109
2025-08-28,South,Smartwatch,Sneha Gupta,7,8212,57484
2025-08-28,East,Tablet,Divya Nair,8,18827,150616
2025-08-28,North,Monitor,Amit Sharma,5,12114,60570
2025-08-28,South,Tablet,Amit Sharma,5,18871,94355
2025-08-29,East,Laptop,Vikram Rao,9,55061,495549
2025-08-29,South,Laptop,Amit Sharma,8,54206,433648
2025-08-29,South,Tablet,Ananya Iyer,10,17549,175490
2025-08-30,East,Laptop,Karan Mehta,10,57298,572980
2025-08-30,North,Monitor,Ananya Iyer,8,11607,92856
2025-08-30,North,Smartwatch,Vikram Rao,1,8184,8184
2025-08-30,West,Laptop,Amit Sharma,6,54163,324978
2025-08-31,West,Laptop,Sneha Gupta,10,57357,573570
2025-08-31,West,Laptop,Vikram Rao,9,52476,472284
2025-08-31,South,Tablet,Sneha Gupta,3,17190,51570
2025-08-31,West,Headphones,Priya Singh,4,3476,13904
2025-08-31,West,Smartphone,Rahul Verma,6,21081,126486
2025-09-01,North,Smartwatch,Karan Mehta,5,7668,38340
2025-09-01,West,Monitor,Rahul Verma,3,11977,35931
2025-09-01,South,Headphones,Karan Mehta,10,3393,33930
2025-09-01,South,Smartphone,Priya Singh,5,22608,113040
2025-09-01,East,Monitor,Priya Singh,2,12206,24412
2025-09-01,West,Tablet,Ananya Iyer,4,17677,70708
2025-09-02,North,Tablet,Rahul Verma,6,18209,109254
2025-09-02,West,Smartwatch,Rahul Verma,8,7635,61080
2025-09-02,South,Smartphone,Ananya Iyer,3,22567,67701
2025-09-02,North,Laptop,Amit Sharma,4,57469,229876
2025-09-02,South,Tablet,Amit Sharma,6,18348,110088
2025-09-02,North,Tablet,Divya Nair,8,17140,137120
2025-09-03,South,Smartphone,Vikram Rao,9,21962,197658
2025-09-03,South,Monitor,Amit Sharma,7,12099,84693
2025-09-03,North,Tablet,Rahul Verma,1,17611,17611
2025-09-04,East,Laptop,Divya Nair,1,52616,52616
2025-09-04,East,Monitor,Ananya Iyer,2,11422,22844
2025-09-04,West,Smartphone,Karan Mehta,9,23048,207432
2025-09-04,North,Tablet,Divya Nair,10,18056,180560
2025-09-04,South,Smartphone,Divya Nair,9,22937,206433
2025-09-04,North,Laptop,Sneha Gupta,9,53927,485343
2025-09-05,West,Monitor,Rahul Verma,1,11816,11816
2025-09-05,East,Tablet,Vikram Rao,4,18892,75568
2025-09-05,East,Laptop,Vikram Rao,7,57147,400029
2025-09-05,North,Smartwatch,Vikram Rao,4,7721,30884
2025-09-05,West,Monitor,Rahul Verma,2,12275,24550
2025-09-06,South,Headphones,Sneha Gupta,10,3378,33780
2025-09-06,East,Smartwatch,Ananya Iyer,8,8033,64264
2025-09-06,South,Monitor,Rahul Verma,10,12049,120490
2025-09-06,South,Smartphone,Vikram Rao,9,22901,206109
2025-09-06,West,Smartphone,Rahul Verma,6,21049,126294
2025-09-06,North,Smartphone,Ananya Iyer,3,22499,67497
2025-09-07,West,Headphones,Vikram Rao,8,3585,28680
2025-09-07,East,Smartphone,Sneha Gupta,2,21189,42378
2025-09-07,North,Smartwatch,Vikram Rao,10,8053,80530
2025-09-07,South,Smartwatch,Sneha Gupta,4,8149,32596
2025-09-08,North,Monitor,Divya Nair,3,12002,36006
2025-09-08,West,Monitor,Ananya Iyer,3,12422,37266
2025-09-08,West,Headphones,Rahul Verma,3,3392,10176
2025-09-08,North,Headphones,Amit Sharma,5,3657,18285
2025-09-09,South,Smartphone,Priya Singh,3,22939,68817
2025-09-09,West,Smartwatch,Divya Nair,6,8293,49758
2025-09-09,South,Headphones,Karan Mehta,1,3537,3537
2025-09-10,East,Headphones,Amit Sharma,9,3363,30267
2025-09-10,West,Laptop,Sneha Gupta,9,55208,496872
2025-09-10,North,Smartwatch,Karan Mehta,9,8212,73908
2025-09-10,North,Smartphone,Vikram Rao,8,21775,174200
2025-09-10,East,Tablet,Divya Nair,3,17860,53580
2025-09-11,North,Monitor,Rahul Verma,8,12395,99160
2025-09-11,West,Laptop,Priya Singh,3,56533,169599
2025-09-11,South,Headphones,Karan Mehta,6,3482,20892
2025-09-11,South,Headphones,Sneha Gupta,8,3356,26848
2025-09-11,East,Monitor,Rahul Verma,2,11509,23018
2025-09-11,West,Monitor,Ananya Iyer,2,12028,24056
2025-09-12,South,Headphones,Karan Mehta,1,3593,3593
2025-09-12,East,Smartwatch,Rahul Verma,3,8295,24885
2025-09-12,South,Monitor,Amit Sharma,7,11769,82383
2025-09-12,West,Tablet,Rahul Verma,2,18717,37434
2025-09-12,South,Laptop,Vikram Rao,1,54772,54772
2025-09-13,North,Smartwatch,Divya Nair,4,7773,31092
2025-09-13,West,Headphones,Karan Mehta,8,3352,26816
2025-09-13,North,Smartphone,Vikram Rao,10,22282,222820
2025-09-13,South,Laptop,Rahul Verma,3,52552,157656
2025-09-13,East,Laptop,Rahul Verma,1,55918,55918
2025-09-14,East,Tablet,Priya Singh,1,17295,17295
2025-09-14,South,Smartphone,Vikram Rao,10,22354,223540
2025-09-14,South,Headphones,Ananya Iyer,1,3357,3357
2025-09-14,East,Tablet,Ananya Iyer,7,18576,130032
2025-09-14,West,Smartwatch,Priya Singh,5,7976,39880
2025-09-14,North,Monitor,Vikram Rao,6,12032,72192
2025-09-15,South,Monitor,Sneha Gupta,10,11469,114690
2025-09-15,North,Headphones,Vikram Rao,7,3538,24766
2025-09-15,East,Tablet,Ananya Iyer,3,18205,54615
2025-09-15,West,Smartwatch,Divya Nair,8,8246,65968
2025-09-15,South,Monitor,Vikram Rao,4,11401,45604
2025-09-15,North,Headphones,Priya Singh,4,3604,14416
2025-09-16,West,Laptop,Ananya Iyer,6,55332,331992
2025-09-16,South,Laptop,Sneha Gupta,5,53649,268245
2025-09-16,North,Tablet,Vikram Rao,9,18089,162801
2025-09-16,North,Laptop,Ananya Iyer,6,54428,326568
2025-09-16,North,Smartphone,Sneha Gupta,6,22734,136404
2025-09-17,West,Laptop,Rahul Verma,8,53104,424832
2025-09-17,West,Smartwatch,Ananya Iyer,8,8227,65816
2025-09-17,West,Monitor,Amit Sharma,9,11759,105831
2025-09-17,East,Smartwatch,Amit Sharma,4,8061,32244
2025-09-17,East,Tablet,Priya Singh,3,17604,52812
2025-09-18,East,Headphones,Rahul Verma,10,3536,35360
2025-09-18,South,Smartwatch,Priya Singh,5,8164,40820
2025-09-19,North,Tablet,Karan Mehta,2,17994,35988
2025-09-19,South,Tablet,Divya Nair,5,17489,87445
2025-09-19,East,Smartphone,Priya Singh,6,22626,135756
2025-09-19,South,Laptop,Divya Nair,9,52387,471483
2025-09-20,South,Smartphone,Ananya Iyer,8,22511,180088
2025-09-20,East,Tablet,Rahul Verma,2,18579,37158
2025-09-20,South,Smartphone,Amit Sharma,8,21752,174016
2025-09-20,North,Laptop,Vikram Rao,1,56028,56028
2025-09-20,North,Tablet,Divya Nair,1,17285,17285
2025-09-21,North,Smartwatch,Vikram Rao,4,7856,31424
2025-09-21,South,Tablet,Vikram Rao,9,17674,159066
2025-09-21,West,Monitor,Priya Singh,5,11579,57895
2025-09-21,East,Laptop,Amit Sharma,10,55327,553270
2025-09-22,South,Smartwatch,Ananya Iyer,9,7854,70686
2025-09-22,South,Monitor,Vikram Rao,10,11693,116930
2025-09-23,East,Smartwatch,Ananya Iyer,9,7954,71586
2025-09-23,South,Laptop,Divya Nair,1,52832,52832
2025-09-24,North,Headphones,Karan Mehta,3,3571,10713
2025-09-24,West,Smartwatch,Ananya Iyer,5,7865,39325
2025-09-25,North,Headphones,Rahul Verma,2,3609,7218
2025-09-25,West,Laptop,Divya Nair,5,56014,280070
2025-09-25,West,Headphones,Sneha Gupta,4,3375,13500
2025-09-26,East,Tablet,Karan Mehta,3,18359,55077
2025-09-26,East,Tablet,Divya Nair,8,17154,137232
2025-09-26,West,Laptop,Ananya Iyer,8,54786,438288
2025-09-26,South,Tablet,Ananya Iyer,10,18134,181340
2025-09-26,North,Headphones,Priya Singh,6,3519,21114
2025-09-26,North,Tablet,Divya Nair,7,18162,127134
2025-09-27,South,Smartwatch,Rahul Verma,8,7907,63256
2025-09-27,East,Smartphone,Karan Mehta,7,22147,155029
2025-09-27,East,Smartwatch,Sneha Gupta,3,8130,24390
2025-09-28,West,Laptop,Divya Nair,6,55302,331812
2025-09-28,West,Smartphone,Vikram Rao,7,21053,147371
2025-09-29,West,Tablet,Divya Nair,1,17262,17262
2025-09-29,South,Smartwatch,Amit Sharma,3,8128,24384
2025-09-30,East,Headphones,Divya Nair,4,3396,13584
2025-09-30,East,Tablet,Vikram Rao,7,18392,128744
2025-09-30,East,Laptop,Amit Sharma,10,57675,576750
2025-09-30,West,Smartphone,Vikram Rao,1,21712,21712
2025-09-30,North,Laptop,Ananya Iyer,2,56986,113972
2025-10-01,South,Headphones,Karan Mehta,6,3574,21444
2025-10-01,West,Headphones,Karan Mehta,9,3398,30582
2025-10-02,West,Smartphone,Sneha Gupta,9,21746,195714
2025-10-02,East,Headphones,Rahul Verma,5,3674,18370
2025-10-02,South,Smartphone,Amit Sharma,2,22326,44652
2025-10-03,West,Monitor,Karan Mehta,3,11501,34503
2025-10-03,West,Headphones,Karan Mehta,10,3387,33870
2025-10-03,West,Smartwatch,Divya Nair,7,7884,55188
2025-10-04,West,Smartwatch,Amit Sharma,10,7998,79980
2025-10-04,South,Monitor,Vikram Rao,7,12511,87577
2025-10-04,East,Laptop,Amit Sharma,10,54907,549070
2025-10-05,North,Smartwatch,Divya Nair,2,7713,15426
2025-10-05,East,Headphones,Priya Singh,9,3636,32724
2025-10-05,North,Smartphone,Divya Nair,2,22404,44808
2025-10-05,East,Smartwatch,Amit Sharma,6,8028,48168
2025-10-06,West,Headphones,Divya Nair,10,3581,35810
2025-10-06,West,Tablet,Vikram Rao,5,17401,87005
2025-10-07,East,Monitor,Vikram Rao,1,12155,12155
2025-10-07,South,Smartwatch,Amit Sharma,5,8247,41235
2025-10-07,North,Tablet,Divya Nair,2,17328,34656
2025-10-07,North,Tablet,Vikram Rao,3,18208,54624
2025-10-07,East,Tablet,Amit Sharma,2,18186,36372
2025-10-07,South,Monitor,Divya Nair,6,12369,74214
2025-10-08,South,Headphones,Rahul Verma,9,3626,32634
2025-10-08,East,Laptop,Rahul Verma,10,57386,573860
2025-10-08,South,Headphones,Karan Mehta,7,3408,23856
2025-10-08,West,Monitor,Rahul Verma,4,12093,48372
2025-10-09,North,Monitor,Vikram Rao,2,11463,22926
2025-10-09,West,Headphones,Divya Nair,5,3491,17455
2025-10-09,South,Headphones,Karan Mehta,8,3416,27328
2025-10-09,West,Laptop,Vikram Rao,8,54351,434808
2025-10-10,North,Laptop,Ananya Iyer,7,55607,389249
2025-10-10,East,Tablet,Vikram Rao,5,18544,92720
2025-10-10,East,Monitor,Karan Mehta,8,12327,98616
2025-10-10,South,Monitor,Sneha Gupta,9,11804,106236
2025-10-11,East,Smartwatch,Amit Sharma,1,8265,8265
2025-10-11,North,Headphones,Priya Singh,9,3361,30249
2025-10-11,West,Tablet,Sneha Gupta,5,17553,87765
2025-10-12,North,Smartwatch,Priya Singh,1,8350,8350
2025-10-12,South,Smartwatch,Priya Singh,2,7669,15338
2025-10-13,South,Headphones,Rahul Verma,2,3568,7136
2025-10-13,East,Tablet,Divya Nair,2,18249,36498
2025-10-13,East,Headphones,Ananya Iyer,5,3381,16905
2025-10-13,North,Tablet,Amit Sharma,7,17799,124593
2025-10-13,North,Tablet,Vikram Rao,3,17893,53679
2025-10-13,West,Smartphone,Karan Mehta,3,22320,66960
2025-10-14,South,Smartwatch,Karan Mehta,4,8091,32364
2025-10-14,North,Headphones,Vikram Rao,2,3337,6674
2025-10-15,East,Headphones,Amit Sharma,8,3377,27016
2025-10-15,North,Laptop,Karan Mehta,5,53083,265415
2025-10-16,West,Smartwatch,Amit Sharma,9,8166,73494
2025-10-16,West,Headphones,Karan Mehta,7,3620,25340
2025-10-16,North,Smartwatch,Sneha Gupta,1,7907,7907
2025-10-16,West,Laptop,Ananya Iyer,6,56000,336000
2025-10-17,North,Monitor,Priya Singh,6,12041,72246
2025-10-17,East,Laptop,Divya Nair,5,55812,279060
2025-10-17,South,Smartwatch,Amit Sharma,7,8128,56896
2025-10-17,East,Monitor,Karan Mehta,2,12156,24312
2025-10-17,East,Headphones,Priya Singh,8,3582,28656
2025-10-18,North,Smartphone,Amit Sharma,10,21424,214240
2025-10-18,West,Laptop,Vikram Rao,8,55186,441488
2025-10-18,West,Laptop,Amit Sharma,6,52558,315348
2025-10-19,West,Laptop,Sneha Gupta,9,54771,492939
2025-10-19,South,Monitor,Sneha Gupta,2,11444,22888
2025-10-20,West,Monitor,Amit Sharma,8,12488,99904
2025-10-20,North,Smartphone,Rahul Verma,1,21278,21278
2025-10-20,North,Tablet,Priya Singh,8,18200,145600
2025-10-21,North,Laptop,Priya Singh,8,55522,444176
2025-10-21,South,Laptop,Sneha Gupta,7,54105,378735
2025-10-21,West,Tablet,Priya Singh,10,18082,180820
2025-10-21,East,Smartphone,Amit Sharma,10,21281,212810
2025-10-21,North,Laptop,Vikram Rao,3,56416,169248
2025-10-21,South,Monitor,Ananya Iyer,9,11598,104382
2025-10-22,North,Smartphone,Priya Singh,10,21727,217270
2025-10-22,South,Laptop,Divya Nair,2,52284,104568
2025-10-22,South,Laptop,Vikram Rao,7,56064,392448
2025-10-23,South,Smartphone,Rahul Verma,5,22050,110250
2025-10-23,West,Smartphone,Rahul Verma,10,22421,224210
2025-10-23,South,Monitor,Divya Nair,10,12540,125400
2025-10-23,East,Tablet,Karan Mehta,1,18103,18103
2025-10-23,South,Laptop,Priya Singh,10,54240,542400
2025-10-24,South,Headphones,Sneha Gupta,5,3343,16715
2025-10-24,North,Smartphone,Divya Nair,8,21287,170296
2025-10-24,North,Laptop,Ananya Iyer,5,53402,267010
2025-10-24,East,Tablet,Divya Nair,1,17287,17287
2025-10-24,North,Smartwatch,Rahul Verma,3,8228,24684
2025-10-24,West,Smartwatch,Priya Singh,2,8316,16632
2025-10-25,East,Headphones,Sneha Gupta,6,3405,20430
2025-10-25,North,Tablet,Sneha Gupta,2,17526,35052
2025-10-25,West,Smartphone,Karan Mehta,4,21061,84244
2025-10-25,West,Laptop,Karan Mehta,3,53438,160314
2025-10-25,West,Smartphone,Karan Mehta,6,21200,127200
2025-10-26,East,Tablet,Sneha Gupta,6,17328,103968
2025-10-26,North,Tablet,Rahul Verma,2,18632,37264
2025-10-26,West,Headphones,Rahul Verma,6,3401,20406
2025-10-27,South,Monitor,Rahul Verma,10,12564,125640
2025-10-27,South,Laptop,Karan Mehta,9,54940,494460
2025-10-27,South,Smartwatch,Divya Nair,8,7823,62584
2025-10-27,West,Monitor,Sneha Gupta,4,11792,47168
2025-10-28,South,Smartwatch,Rahul Verma,10,8318,83180
2025-10-28,West,Laptop,Amit Sharma,8,56284,450272
2025-10-28,North,Headphones,Karan Mehta,8,3608,28864
2025-10-28,North,Headphones,Divya Nair,4,3354,13416
2025-10-28,North,Monitor,Karan Mehta,4,11559,46236
2025-10-28,East,Smartphone,Priya Singh,1,21955,21955
2025-10-29,South,Monitor,Divya Nair,10,12296,122960
2025-10-29,North,Headphones,Divya Nair,3,3630,10890
2025-10-29,West,Smartphone,Ananya Iyer,8,22448,179584
2025-10-29,North,Monitor,Priya Singh,7,12472,87304
2025-10-30,North,Tablet,Karan Mehta,5,18356,91780
2025-10-30,South,Monitor,Priya Singh,10,12457,124570
2025-10-30,North,Smartwatch,Ananya Iyer,1,7688,7688
2025-10-30,East,Headphones,Amit Sharma,6,3453,20718
2025-10-31,North,Smartwatch,Sneha Gupta,3,8385,25155
2025-10-31,South,Smartwatch,Priya Singh,8,8189,65512
2025-10-31,South,Monitor,Sneha Gupta,6,11823,70938
2025-10-31,East,Smartwatch,Karan Mehta,5,7643,38215
2025-10-31,East,Tablet,Divya Nair,8,18002,144016
2025-10-31,North,Headphones,Vikram Rao,8,3542,28336
2025-11-01,South,Headphones,Priya Singh,2,3461,6922
2025-11-01,South,Tablet,Priya Singh,2,17396,34792
2025-11-02,South,Headphones,Rahul Verma,4,3507,14028
2025-11-02,North,Tablet,Karan Mehta,9,18777,168993
2025-11-03,East,Headphones,Divya Nair,1,3427,3427
2025-11-03,North,Laptop,Sneha Gupta,9,55795,502155
2025-11-03,West,Smartwatch,Ananya Iyer,6,7988,47928
2025-11-03,West,Headphones,Vikram Rao,10,3371,33710
2025-11-03,East,Smartphone,Vikram Rao,4,21965,87860
2025-11-04,North,Smartphone,Ananya Iyer,5,21903,109515
2025-11-04,South,Smartwatch,Rahul Verma,9,7828,70452
2025-11-04,South,Monitor,Rahul Verma,3,11685,35055
2025-11-04,North,Tablet,Rahul Verma,8,17568,140544
2025-11-05,South,Smartwatch,Amit Sharma,6,8382,50292
2025-11-05,South,Tablet,Divya Nair,9,18855,169695
2025-11-05,East,Laptop,Amit Sharma,7,57370,401590
2025-11-06,West,Tablet,Rahul Verma,1,18846,18846
2025-11-06,East,Monitor,Vikram Rao,8,12475,99800
2025-11-06,South,Smartwatch,Divya Nair,6,8151,48906
2025-11-07,North,Smartphone,Priya Singh,5,20954,104770
2025-11-07,South,Headphones,Ananya Iyer,2,3439,6878
2025-11-07,South,Smartwatch,Sneha Gupta,5,7756,38780
2025-11-07,North,Smartwatch,Divya Nair,2,8380,16760
2025-11-07,West,Smartphone,Divya Nair,6,22226,133356
2025-11-08,North,Monitor,Ananya Iyer,7,11577,81039
2025-11-08,West,Tablet,Karan Mehta,6,17121,102726
2025-11-08,East,Tablet,Vikram Rao,8,18673,149384
2025-11-08,North,Smartphone,Divya Nair,7,22668,158676
2025-11-08,East,Smartphone,Karan Mehta,7,21207,148449
2025-11-08,North,Smartphone,Sneha Gupta,5,21944,109720
2025-11-09,East,Laptop,Karan Mehta,2,52286,104572
2025-11-09,East,Headphones,Rahul Verma,9,3486,31374
2025-11-09,South,Smartphone,Rahul Verma,7,21536,150752
2025-11-09,West,Laptop,Vikram Rao,10,53921,539210
2025-11-09,West,Smartphone,Amit Sharma,1,21238,21238
2025-11-09,East,Monitor,Divya Nair,2,12184,24368
2025-11-10,West,Smartphone,Divya Nair,4,20962,83848
2025-11-10,East,Headphones,Priya Singh,10,3585,35850
2025-11-10,West,Smartwatch,Karan Mehta,5,8102,40510
2025-11-10,West,Monitor,Priya Singh,6,12015,72090
2025-11-11,North,Tablet,Rahul Verma,10,17205,172050
2025-11-11,East,Headphones,Rahul Verma,6,3382,20292
2025-11-11,East,Tablet,Karan Mehta,6,17187,103122
2025-11-11,East,Smartwatch,Priya Singh,9,7755,69795
2025-11-11,South,Laptop,Rahul Verma,9,54024,486216
2025-11-11,East,Monitor,Vikram Rao,5,12222,61110
2025-11-12,North,Smartwatch,Ananya Iyer,3,7610,22830
2025-11-12,East,Tablet,Divya Nair,7,17712,123984
2025-11-12,South,Laptop,Sneha Gupta,3,55018,165054
2025-11-12,South,Smartwatch,Priya Singh,7,7968,55776
2025-11-13,North,Smartphone,Amit Sharma,8,21666,173328
2025-11-13,East,Smartphone,Divya Nair,10,22050,220500
2025-11-14,South,Monitor,Vikram Rao,1,12293,12293
2025-11-14,North,Smartphone,Rahul Verma,3,22413,67239
2025-11-14,East,Smartphone,Sneha Gupta,3,23058,69174
2025-11-14,West,Monitor,Priya Singh,2,11422,22844
2025-11-15,West,Laptop,Sneha Gupta,2,52430,104860
2025-11-15,North,Headphones,Priya Singh,5,3340,16700
2025-11-15,East,Monitor,Amit Sharma,2,12338,24676
2025-11-15,South,Smartwatch,Sneha Gupta,3,8136,24408
2025-11-15,North,Laptop,Rahul Verma,5,57468,287340
2025-11-16,East,Smartphone,Sneha Gupta,9,22154,199386
2025-11-16,North,Smartwatch,Amit Sharma,9,7773,69957
2025-11-16,South,Tablet,Rahul Verma,9,17107,153963
2025-11-16,North,Smartphone,Divya Nair,6,22435,134610
2025-11-17,West,Monitor,Priya Singh,3,12401,37203
2025-11-17,West,Headphones,Sneha Gupta,9,3404,30636
2025-11-17,North,Tablet,Priya Singh,8,17298,138384
2025-11-18,West,Tablet,Vikram Rao,9,18399,165591
2025-11-18,North,Tablet,Divya Nair,2,17792,35584
2025-11-18,West,Smartwatch,Vikram Rao,8,7780,62240
2025-11-19,East,Headphones,Sneha Gupta,2,3638,7276
2025-11-19,West,Monitor,Ananya Iyer,3,11415,34245
2025-11-19,West,Monitor,Priya Singh,7,11925,83475
2025-11-19,North,Laptop,Rahul Verma,7,54453,381171
2025-11-19,North,Monitor,Rahul Verma,2,11836,23672
2025-11-20,East,Smartphone,Karan Mehta,2,21412,42824
2025-11-20,West,Monitor,Divya Nair,5,12317,61585
2025-11-20,East,Monitor,Karan Mehta,6,11970,71820
2025-11-21,West,Headphones,Vikram Rao,3,3593,10779
2025-11-21,North,Laptop,Vikram Rao,8,54985,439880
2025-11-21,South,Laptop,Priya Singh,1,56816,56816
2025-11-21,West,Monitor,Amit Sharma,3,11859,35577
2025-11-21,East,Smartphone,Vikram Rao,10,22271,222710
2025-11-21,North,Monitor,Divya Nair,8,11642,93136
2025-11-22,West,Smartwatch,Vikram Rao,9,7874,70866
2025-11-22,North,Laptop,Karan Mehta,2,54359,108718
2025-11-22,East,Headphones,Divya Nair,8,3337,26696
2025-11-22,South,Smartwatch,Vikram Rao,3,7993,23979
2025-11-22,South,Tablet,Karan Mehta,8,18475,147800
2025-11-23,West,Monitor,Divya Nair,8,12074,96592
2025-11-23,South,Smartwatch,Amit Sharma,7,7810,54670
2025-11-23,West,Smartwatch,Ananya Iyer,5,7856,39280
2025-11-23,North,Smartwatch,Amit Sharma,3,8269,24807
2025-11-23,East,Monitor,Amit Sharma,6,11856,71136
2025-11-23,West,Tablet,Ananya Iyer,7,17732,124124
2025-11-24,South,Smartphone,Vikram Rao,10,21086,210860
2025-11-24,North,Tablet,Priya Singh,6,17405,104430
2025-11-24,East,Laptop,Divya Nair,7,55374,387618
2025-11-25,East,Laptop,Divya Nair,10,52372,523720
2025-11-25,East,Headphones,Karan Mehta,6,3525,21150
2025-11-25,West,Laptop,Sneha Gupta,6,54982,329892
2025-11-25,East,Smartphone,Vikram Rao,6,23032,138192
2025-11-25,South,Headphones,Priya Singh,9,3399,30591
2025-11-26,North,Tablet,Karan Mehta,4,18224,72896
2025-11-26,North,Monitor,Priya Singh,10,11804,118040
2025-11-26,North,Smartwatch,Divya Nair,7,7767,54369
2025-11-26,North,Monitor,Vikram Rao,9,12364,111276
2025-11-27,East,Smartphone,Karan Mehta,7,21452,150164
2025-11-27,West,Monitor,Rahul Verma,1,12153,12153
2025-11-27,South,Smartwatch,Divya Nair,4,8128,32512
2025-11-27,West,Tablet,Karan Mehta,10,18407,184070
2025-11-27,North,Smartwatch,Sneha Gupta,6,7969,47814
2025-11-28,South,Monitor,Vikram Rao,7,11892,83244
2025-11-28,North,Monitor,Sneha Gupta,7,11720,82040
2025-11-28,East,Monitor,Rahul Verma,5,12224,61120
2025-11-29,West,Smartphone,Priya Singh,3,21322,63966
2025-11-29,South,Tablet,Divya Nair,8,18107,144856
2025-11-29,West,Headphones,Amit Sharma,4,3380,13520
2025-11-30,North,Tablet,Vikram Rao,9,17416,156744
2025-11-30,North,Monitor,Divya Nair,1,11466,11466
2025-11-30,North,Tablet,Vikram Rao,2,18721,37442
2025-12-01,East,Monitor,Priya Singh,7,12531,87717
2025-12-01,South,Smartphone,Priya Singh,10,22515,225150
2025-12-01,North,Smartwatch,Vikram Rao,8,8307,66456
2025-12-01,South,Smartwatch,Priya Singh,6,7863,47178
2025-12-01,West,Monitor,Sneha Gupta,7,11661,81627
